,maxtempC,mintempC,uvIndex,HeatIndexC,WindGustKmph,humidity,tempC,windspeedKmph,Brent_Prices,Henry_Hub_Price,WTI_Prices,elec_price
2020-11-19,10,6,2,9,39,69,10,24,43.09,2.19,41.57,
2020-11-20,5,2,1,4,24,77,5,15,43.79,2.22,41.99,
2020-11-21,6,1,2,3,28,74,6,17,44.13556374326634,2.2036294146681428,42.12129206648129,
2020-11-22,8,4,2,6,32,75,8,20,44.147110462774165,2.129900390466421,42.00768242294413,
2020-11-23,8,2,2,6,20,79,8,13,45.0,2.23,42.91,
2020-11-24,8,2,3,5,16,84,8,10,46.63,2.47,44.71,
2020-11-25,8,2,3,5,20,74,8,11,47.3,2.47,45.58,
2020-11-26,7,3,2,5,22,82,7,12,46.32,2.486677428475751,46.04730880861372,
2020-11-27,7,5,2,7,6,91,7,4,46.88,2.57488842717928,46.254541719401956,
2020-11-28,5,-2,1,3,12,87,5,8,47.18887754157221,2.7194840823243243,46.19706732977213,
2020-11-29,3,-1,1,1,12,88,3,7,46.95411570032496,2.8295709111933185,45.84709722416899,
2020-11-30,3,0,1,1,13,80,3,8,46.84,2.89,45.2,
2020-12-01,4,1,1,3,22,80,4,14,47.03,2.89,44.54,
2020-12-02,3,-1,2,1,14,80,3,9,47.8,2.75,45.23,
2020-12-03,2,-2,1,0,20,73,2,13,48.37,2.46,45.65,
2020-12-04,4,-2,1,1,22,75,4,11,49.1,2.48,46.23,
2020-12-05,4,0,2,2,6,81,4,3,49.22433895878971,2.494667773618548,46.33942275783242,
2020-12-06,4,1,1,3,12,87,4,7,48.753814133425,2.445806973166787,45.95520725906454,
2020-12-07,9,3,2,6,33,74,9,20,48.63,2.39,45.72,
2020-12-08,5,1,1,3,11,84,5,7,48.84,2.36,45.64,
2020-12-09,5,2,1,4,10,87,5,6,48.81,2.45,45.48,
2020-12-10,5,0,1,3,9,87,5,6,50.33,2.45,46.76,
2020-12-11,4,-1,1,1,14,83,4,8,50.01,2.54,46.59,
2020-12-12,5,2,1,3,13,82,5,7,49.72460020132095,2.6346328890734876,46.428199147865534,
2020-12-13,7,-2,2,5,13,88,7,8,49.873579661526996,2.7034206247398247,46.60232702771669,
2020-12-14,6,2,2,4,24,83,6,13,50.27,2.69,47.02,
2020-12-15,9,4,2,7,27,68,9,14,50.77,2.63,47.58,
2020-12-16,9,6,2,7,14,90,9,8,50.83,2.73,47.86,
2020-12-17,9,3,2,7,23,82,9,13,51.2,2.7,48.34,
2020-12-18,8,4,3,5,23,87,8,12,52.17,2.73,49.04,
2020-12-19,8,4,3,6,27,80,8,13,52.345779993183676,2.720020360860354,49.166207387637094,
2020-12-20,7,4,2,5,22,76,7,12,51.59781673109326,2.6649027040242688,48.63959200696615,
2020-12-21,7,2,3,6,23,82,7,14,50.61,2.68,47.79,
2020-12-22,13,6,3,10,36,81,13,22,49.88,2.76,47.02,
2020-12-23,11,7,3,10,15,93,11,9,51.05,2.76,47.94,
2020-12-24,9,0,2,7,36,79,9,23,50.88,2.68,48.18,
2020-12-25,2,1,1,2,26,85,2,18,50.72605367465127,2.5858948909088655,48.06495260069381,
2020-12-26,2,-4,1,0,23,79,2,14,50.924161327295444,2.488279861343192,47.7282095129506,
2020-12-27,3,-2,2,2,42,62,3,27,51.10018831629191,2.4140249011059236,47.4473616687321,
2020-12-28,4,0,1,2,17,70,4,10,50.88,2.39,47.5,
2020-12-29,4,1,1,2,26,86,4,18,50.44,2.4,47.85,
2020-12-30,4,1,1,2,29,79,4,17,50.74,2.36,48.24,
2020-12-31,4,1,1,2,22,81,4,13,51.22,2.3330311242543376,48.35,
2021-01-01,3,1,1,2,13,89,3,8,50.912929872584606,2.3322994198096403,47.89825902773852,
2021-01-02,3,-1,2,1,12,86,3,7,49.67404627081342,2.3623037932946533,46.844589359206296,
2021-01-03,2,-5,1,0,29,96,2,18,48.99563953363555,2.4500376844818574,46.323625011070945,
2021-01-04,3,-1,1,3,17,96,3,11,50.37,2.6,47.47,
2021-01-05,3,-1,1,2,21,96,3,14,53.16,2.77,49.78,
2021-01-06,2,0,1,1,21,95,2,14,53.8,2.76,50.45,
2021-01-07,1,0,1,0,29,89,1,19,53.7,2.81,50.63,
2021-01-08,1,-1,1,0,16,92,1,11,55.51,2.77,52.14,
2021-01-09,-1,-2,1,-1,17,95,-1,11,55.93433465754303,2.697102046257986,52.62683134779675,
2021-01-10,0,-2,1,-1,9,92,0,6,54.796777078985755,2.6302994228335965,51.9709489994306,
2021-01-11,1,-3,1,-1,26,81,1,16,54.84,2.71,52.15,
2021-01-12,4,-4,1,1,40,85,4,24,55.98,2.89,53.08,
2021-01-13,2,-3,1,0,45,84,2,28,55.52,2.82,52.81,
2021-01-14,1,-2,1,0,31,94,1,20,55.76,2.82,53.47,
2021-01-15,-1,-3,1,-2,18,93,-1,12,54.8,2.86,52.25,
2021-01-16,-3,-5,1,-4,17,87,-3,12,53.98385674904227,2.8593691210525227,51.507518447879384,
2021-01-17,-2,-7,1,-4,12,85,-2,7,53.67035889077078,2.8070658157375057,51.74214719592307,
2021-01-18,2,-5,1,0,27,93,2,16,54.21,2.728729602553736,52.38570234600523,
2021-01-19,4,-2,1,2,44,90,4,27,55.38,2.65,52.87,
2021-01-20,6,2,2,4,37,74,6,21,55.66,2.57,53.16,
2021-01-21,9,4,2,7,48,65,9,28,55.68,2.49,53.0,
2021-01-22,8,3,2,7,35,78,8,22,55.22,2.45,52.28,
2021-01-23,3,1,1,2,19,90,3,13,55.098440923719046,2.4666264418160795,52.14138989707853,
2021-01-24,1,-4,1,0,30,91,1,20,55.368377279536276,2.536583252672188,52.62400434825429,
2021-01-25,1,-2,1,0,12,91,1,8,55.44,2.63,52.78,
2021-01-26,1,-4,1,0,31,91,1,19,55.26,2.73,52.61,
2021-01-27,2,-2,1,0,29,88,2,19,55.07,2.77,52.81,
2021-01-28,4,1,1,2,26,96,4,16,54.87,2.76,52.26,
2021-01-29,2,-3,1,0,16,95,2,10,55.25,2.68,52.16,
2021-01-30,4,-3,1,0,22,92,4,15,55.54504030397909,2.6240694385376533,52.32123246880825,
2021-01-31,2,-5,1,-2,6,83,2,4,55.72732089952356,2.6362742083106983,52.70802131404392,
2021-02-01,2,-4,1,-1,14,83,2,9,56.42,2.88,53.55,
2021-02-02,5,-1,1,3,22,92,5,13,57.62,3.24,54.77,
2021-02-03,9,0,2,6,35,89,9,20,58.61,3.01,55.67,
2021-02-04,8,5,2,7,32,81,8,21,58.98,2.99,56.19,
2021-02-05,4,3,1,4,18,89,4,12,59.48,3.49,56.8,
2021-02-06,1,-2,1,0,34,81,1,24,59.77499527660656,3.6961205848839596,57.28272832742692,
2021-02-07,-5,-7,1,-5,44,92,-5,31,59.85764182838547,3.531525476601761,57.613591366057165,
2021-02-08,-8,-10,1,-9,26,93,-8,18,60.17,3.4,57.95,
2021-02-09,-9,-14,1,-12,10,95,-9,6,60.74,3.35,58.34,
2021-02-10,-11,-17,1,-14,11,97,-11,7,61.17,3.76,58.69,
2021-02-11,-5,-14,1,-9,22,95,-5,13,61.09,6.5,58.22,
2021-02-12,-6,-11,1,-9,13,94,-6,7,62.47,6.12,59.5,
2021-02-13,-7,-13,1,-10,13,95,-7,7,63.35367401107108,4.08159503555498,60.224530110060115,
2021-02-14,-1,-12,2,-7,12,89,-1,7,63.471789479764055,0.8051021064377006,59.91852534600733,
2021-02-15,1,-7,1,-3,27,78,1,15,63.58,1.4860581241015707,59.54575790895089,
2021-02-16,2,-1,1,1,23,97,2,12,63.96,11.32,60.07,
2021-02-17,3,2,1,3,33,98,3,16,65.02,23.86,61.09,
2021-02-18,6,3,1,4,24,88,6,12,64.09,8.56,60.4,
2021-02-19,9,3,2,6,22,79,9,12,62.84,4.96,59.12,
2021-02-20,13,3,3,7,23,83,13,12,62.82562483532599,4.238776580425355,59.3161965057226,
2021-02-21,16,6,4,11,21,76,16,12,63.985742645413694,3.5930640542957173,60.92161903554664,
2021-02-22,15,4,3,9,16,81,15,10,64.73,3.16,61.67,
2021-02-23,17,6,4,11,14,73,17,8,65.16,2.94,61.66,
2021-02-24,18,9,4,12,19,71,18,11,66.85,2.8,63.21,
2021-02-25,18,9,4,13,21,72,18,12,66.69,2.72,63.43,
2021-02-26,8,5,2,8,14,87,8,9,65.86,2.66,61.55,
2021-02-27,5,-1,1,3,19,88,5,12,65.47737525042746,2.616902160668003,60.64356827741173,
2021-02-28,9,2,2,5,9,85,9,6,65.46940326981766,2.6043207811141746,60.93175250952797,
2021-03-01,12,3,3,7,7,81,12,4,64.56,2.7,60.54,
2021-03-02,14,5,4,9,8,75,14,6,63.17,2.87,59.7,
2021-03-03,13,5,3,9,17,72,13,11,64.7,2.86,61.33,
2021-03-04,8,4,2,6,20,86,8,12,67.32,2.79,63.81,
2021-03-05,4,-1,1,2,19,69,4,13,69.95,2.72,66.08,
2021-03-06,6,0,2,3,9,57,6,7,70.63211808170064,2.6893002641208974,66.8501090861514,
2021-03-07,5,0,1,2,17,76,5,11,69.36079388221694,2.6933424673213113,66.11309670204851,
2021-03-08,4,-1,1,2,12,76,4,8,68.0,2.67,65.03,
2021-03-09,5,-2,1,2,9,67,5,6,67.03,2.62,64.02,
2021-03-10,7,1,1,3,9,81,7,6,67.53,2.62,64.45,
2021-03-11,11,4,2,7,39,78,11,25,69.34,2.7,66.02,
2021-03-12,9,5,2,7,43,65,9,28,68.87,2.65,65.59,
2021-03-13,8,5,2,6,44,73,8,29,68.68190589499727,2.6221466351039266,65.34090235831096,
2021-03-14,5,3,1,4,41,77,5,28,69.09679056826062,2.6321462356864864,65.5791836325064,
2021-03-15,6,3,1,4,28,86,6,18,68.78,2.58,65.36,
2021-03-16,5,2,1,3,32,85,5,22,67.95,2.5,64.82,
2021-03-17,5,1,1,3,20,83,5,14,67.73,2.6,64.55,
2021-03-18,5,0,1,2,13,86,5,9,62.11,2.45,59.95,
2021-03-19,5,-2,1,1,23,79,5,16,64.0,2.53,61.43,
2021-03-20,3,-3,1,-1,16,61,3,11,66.1049379859259,2.5824651518321735,63.2648750075991,
2021-03-21,5,0,1,3,34,79,5,22,66.53067857291528,2.560867451579689,63.85531783719636,
2021-03-22,8,-1,1,3,14,69,8,8,63.89,2.55,61.48,
2021-03-23,8,4,2,6,15,83,8,10,59.96,2.56,57.75,
2021-03-24,12,3,3,8,15,76,12,10,63.7,2.56,61.12,
2021-03-25,13,5,4,9,16,75,13,10,61.21,2.52,58.47,
2021-03-26,15,6,3,10,20,74,15,12,63.77,2.52,60.93,
2021-03-27,10,6,2,8,31,66,10,21,65.39125450384556,2.543071754882079,62.55289110561658,
2021-03-28,16,4,4,10,29,66,16,17,64.92033111771464,2.5769109130301633,62.191429645494644,
2021-03-29,16,8,3,11,29,67,16,17,64.06,2.58,61.49,
2021-03-30,22,10,5,16,12,58,22,7,63.28,2.55,60.55,
2021-03-31,21,10,5,15,11,56,21,7,63.52,2.52,59.19,
2021-04-01,19,9,4,14,20,70,19,12,63.85,2.52,61.41,
2021-04-02,11,6,2,7,24,70,11,17,63.734128991516535,2.5063168656757093,62.33612615681437,
2021-04-03,8,3,2,5,31,73,8,21,63.112407482321004,2.4707357900938884,61.01363820496765,
2021-04-04,11,1,3,5,11,61,11,7,62.115149874394895,2.437286819465125,59.21933115063712,
2021-04-05,8,-1,1,4,38,75,8,24,61.52424257962738,2.43,58.73,
2021-04-06,4,-2,1,1,38,70,4,26,61.47,2.44,59.34,
2021-04-07,4,-3,1,1,38,76,4,26,61.86,2.43,59.77,
2021-04-08,6,-1,1,2,31,74,6,20,62.09,2.47,59.61,
2021-04-09,11,1,3,6,26,68,11,16,61.89,2.48,59.29,
2021-04-10,9,5,2,7,18,88,9,10,61.93437464235921,2.476258218650575,59.268056654025145,
2021-04-11,18,5,3,11,20,77,18,12,62.26177243316153,2.4705107225522194,59.540980649078094,
2021-04-12,5,3,1,5,24,87,5,16,62.38,2.5,59.7,
2021-04-13,8,0,2,4,21,68,8,14,62.83,2.57,60.2,
2021-04-14,8,0,2,3,19,69,8,12,66.11,2.65,63.15,
2021-04-15,8,-1,1,4,18,71,8,12,66.13,2.62,63.42,
2021-04-16,6,2,1,4,17,95,6,11,65.98,2.63,63.16,
2021-04-17,5,3,1,3,12,96,5,8,66.27128434771434,2.6653069949201122,63.19635223675196,
2021-04-18,10,2,2,7,11,91,10,7,66.80927778285026,2.714038798456014,63.47093075611052,
2021-04-19,12,6,3,9,11,87,12,7,66.54,2.75,63.33,
2021-04-20,13,6,3,9,9,83,13,6,65.34,2.76,62.61,
2021-04-21,13,6,3,9,23,75,13,15,64.02,2.72,61.34,
2021-04-22,10,2,2,6,32,63,10,22,65.07,2.77,61.45,
2021-04-23,11,2,2,6,29,68,11,19,65.75,2.79,62.18,
2021-04-24,11,2,2,6,19,74,11,12,65.7768064491171,2.7486507802911655,62.27433178000024,
2021-04-25,11,2,3,7,11,65,11,7,65.36073796733214,2.672772088679305,61.77342845510541,
2021-04-26,10,1,3,5,14,58,10,9,65.5,2.73,62.02,
2021-04-27,11,0,3,6,26,60,11,17,66.25,2.91,63.03,
2021-04-28,15,3,4,9,12,69,15,7,67.08,2.98,63.81,
2021-04-29,15,8,3,10,26,77,15,18,68.26,2.91,65.0,
2021-04-30,12,8,3,9,23,67,12,16,67.73,2.86,63.5,
2021-05-01,14,5,3,10,14,80,14,9,67.34103894520923,2.862113519787297,62.76214220112611,
2021-05-02,11,5,2,8,28,81,11,19,67.47315273368486,2.9099388894795593,63.34340634004552,
2021-05-03,12,2,2,7,20,66,12,13,68.02869015531807,2.96,64.46,
2021-05-04,10,7,2,9,49,67,10,31,68.91,3.0,65.72,
2021-05-05,9,5,2,8,40,71,9,27,69.71,2.99,65.63,
2021-05-06,11,3,2,7,27,69,11,19,68.62,2.9,64.73,
2021-05-07,11,5,2,7,33,77,11,23,68.73,2.9,64.96,
2021-05-08,14,2,4,8,19,68,14,12,68.83937281907606,2.9179071842988664,65.08023823972763,
2021-05-09,22,9,5,16,30,65,22,17,68.69471095206748,2.9334559865131373,64.90555468192008,
2021-05-10,24,10,6,19,24,75,24,14,68.61,2.93,64.92,
2021-05-11,14,12,3,13,19,89,14,13,68.83,2.91,65.31,
2021-05-12,10,9,3,10,23,97,10,15,69.62,2.91,65.96,
2021-05-13,11,9,2,10,26,98,11,18,67.36,2.95,63.82,
2021-05-14,9,8,2,9,21,95,9,14,69.24,2.95,65.32,
2021-05-15,16,8,3,12,19,80,16,12,70.42076157162785,2.960354073927447,66.47926996551227,
2021-05-16,14,8,3,11,24,84,14,16,70.07705224851517,2.9859802816840197,66.53548187410098,
2021-05-17,12,7,3,9,31,88,12,19,69.62,2.99,66.24,
2021-05-18,12,9,3,11,30,84,12,19,69.01,2.96,65.49,
2021-05-19,12,7,3,9,22,83,12,14,66.88,2.88,63.28,
2021-05-20,14,6,3,10,18,82,14,12,65.18,2.86,61.95,
2021-05-21,13,8,3,11,33,84,13,20,66.72,2.84,63.61,
2021-05-22,13,10,3,11,40,74,13,27,67.96000543859297,2.8012378246801153,65.05519543666117,
2021-05-23,14,7,3,10,31,79,14,19,68.34172832133041,2.755632017898923,65.75591318229233,
2021-05-24,19,7,4,14,18,74,19,11,68.59,2.78,66.13,
2021-05-25,13,8,3,11,35,77,13,24,68.8,2.87,66.27,
2021-05-26,12,9,3,10,32,85,12,21,68.93,2.91,66.41,
2021-05-27,13,8,3,11,38,80,13,25,69.43,2.85,66.87,
2021-05-28,14,5,3,10,22,81,14,15,69.36,2.91,66.31,
2021-05-29,16,7,3,12,22,78,16,14,69.28637962931464,2.956086179236807,66.01206398796414,
2021-05-30,18,8,3,14,16,71,18,10,69.33629042091404,2.958651483532293,66.23702204524392,
2021-05-31,18,8,3,13,15,69,18,11,69.56555600205645,2.964391046061633,66.87096907990176,
2021-06-01,19,10,4,15,10,72,19,7,70.03,3.02,67.8,
2021-06-02,22,11,4,17,22,69,22,14,70.6,3.09,68.79,
2021-06-03,22,12,5,18,23,71,22,14,70.71,3.01,68.81,
2021-06-04,24,14,6,20,17,74,24,10,71.3,3.01,69.57,
2021-06-05,23,17,5,20,12,80,23,8,71.36148746404248,2.986104161288685,69.65449746667272,
2021-06-06,22,16,4,19,13,85,22,9,70.86894952472475,2.933979169147594,69.02169161260777,
2021-06-07,24,14,6,20,11,76,24,7,70.89,2.98,69.21,
2021-06-08,18,15,4,16,14,91,18,9,71.39,3.11,70.11,
2021-06-09,16,10,4,15,11,91,16,7,71.31,3.13,69.9,
2021-06-10,24,14,6,19,13,72,24,8,71.65,3.13,70.34,
2021-06-11,24,15,6,21,13,73,24,8,72.05,3.23,71.0,
2021-06-12,20,15,4,18,26,81,20,16,72.07540860048792,3.315708744548334,71.04149697154625,
2021-06-13,16,10,3,13,28,77,16,18,71.82837783101846,3.3627486235837205,70.56963090602625,
2021-06-14,26,12,6,20,7,72,26,4,72.27,3.36,70.94,
2021-06-15,23,16,5,20,14,76,23,9,73.38,3.31,72.06,
2021-06-16,25,14,5,21,15,74,25,10,73.88,3.25,72.03,
2021-06-17,29,18,7,24,24,68,29,15,72.92,3.24,71.06,
2021-06-18,31,20,7,27,17,62,31,10,73.1,3.23,71.64,
2021-06-19,29,21,7,26,18,68,29,12,73.54448432578255,3.1990963138878303,72.57612849513188,
2021-06-20,31,19,7,26,16,73,31,11,74.01826541558813,3.1544403552383375,73.47620516385624,
2021-06-21,26,18,5,22,19,75,26,14,74.49,3.15,73.64,
2021-06-22,22,16,4,19,18,79,22,12,74.92,3.21,73.15,
2021-06-23,18,15,4,16,14,88,18,9,75.22,3.36,73.11,
2021-06-24,22,14,4,19,17,79,22,12,75.95,3.3,73.31,
2021-06-25,16,16,4,16,14,94,16,9,76.45,3.4,74.21,
2021-06-26,23,15,5,20,7,76,23,5,76.1317899498348,3.4855716926489158,74.25486158663271,
2021-06-27,27,16,6,22,11,64,27,7,75.13622593668966,3.529209044732687,73.3897782234982,
2021-06-28,30,18,7,25,11,60,30,8,74.78,3.62,72.98,
2021-06-29,26,19,5,23,9,79,26,5,75.38,3.75,73.14,
2021-06-30,24,17,5,20,17,79,24,11,76.94,3.79,73.52,
2021-07-01,19,13,4,16,21,76,19,14,76.69,3.76,75.33,
2021-07-02,20,12,4,17,16,84,20,11,77.51,3.67,75.37,
2021-07-03,26,12,6,20,12,69,26,7,78.5447155783504,3.621695725461545,75.17380507816765,
2021-07-04,26,15,6,21,13,66,26,9,79.30622395097205,3.6324506221700714,75.10517134398113,
2021-07-05,23,15,5,21,21,73,23,14,78.34,3.664480207793563,74.73145193780408,
2021-07-06,28,14,6,23,19,71,28,12,75.81,3.68,73.62,
2021-07-07,16,11,4,15,9,89,16,6,74.31,3.66,72.22,
2021-07-08,20,14,4,17,11,81,20,7,75.07,3.56,72.98,
2021-07-09,16,9,4,15,30,94,16,18,77.14,3.71,74.56,
2021-07-10,25,13,5,20,13,73,25,8,77.71790935277275,3.7687675197404396,74.85444958707845,
2021-07-11,22,17,4,19,17,80,22,10,76.76816251012825,3.700367294371881,73.94827218556847,
2021-07-12,27,15,6,22,15,69,27,10,76.77,3.7,74.21,
2021-07-13,29,17,5,24,18,71,29,11,77.5,3.78,75.24,
2021-07-14,22,18,5,21,16,83,22,11,75.74,3.8,73.06,
2021-07-15,21,15,4,18,20,79,21,13,74.53,3.68,71.67,
2021-07-16,26,16,5,22,10,72,26,7,74.46,3.7,71.76,
2021-07-17,24,16,5,21,22,78,24,14,73.11622603863532,3.7217812099614194,70.43027912193901,
2021-07-18,25,14,6,20,24,72,25,16,70.52555533174804,3.7215500828226973,67.67778905467355,
2021-07-19,19,15,4,17,18,74,19,12,69.33,3.75,66.45,
2021-07-20,19,14,4,17,13,70,19,10,70.03,3.82,67.32,
2021-07-21,21,12,4,17,16,74,21,11,72.54,3.94,70.26,
2021-07-22,24,17,5,21,6,66,24,4,74.25,4.02,72.15,
2021-07-23,25,15,6,20,12,64,25,8,74.86,4.11,72.24,
2021-07-24,29,16,6,23,17,61,29,11,75.00233916004024,4.128234737037857,72.2496958008258,
2021-07-25,26,20,5,24,12,68,26,8,74.84716315773518,4.0796843068619335,72.39356311049048,
2021-07-26,24,18,5,22,16,73,24,11,74.79,4.09,72.15,
2021-07-27,27,18,6,23,14,64,27,10,74.87,4.15,71.68,
2021-07-28,22,18,5,21,20,70,22,13,75.09,4.1,72.37,
2021-07-29,25,15,6,21,29,62,25,20,76.3,4.03,73.62,
2021-07-30,23,14,5,19,25,62,23,17,77.72,3.94,73.93,
2021-07-31,22,16,5,20,34,63,22,23,77.3294601722379,3.9214785679157256,73.34770192663126,
2021-08-01,22,14,4,18,14,70,22,9,75.22579228767158,3.976528010023154,72.10562358124615,
2021-08-02,20,14,4,16,16,76,20,10,73.91,4.02,71.31,
2021-08-03,23,13,5,19,16,67,23,10,73.24,4.06,70.64,
2021-08-04,20,14,4,17,19,77,20,12,70.99,4.2,68.19,
2021-08-05,22,13,4,19,11,69,22,7,72.14,4.27,69.1,
2021-08-06,24,15,5,19,17,70,24,11,71.02,4.21,68.26,
2021-08-07,25,14,6,21,19,71,25,12,69.80098535594028,4.207331454949326,67.04997555005822,
2021-08-08,21,15,5,18,31,73,21,23,69.1476697674862,4.269081578128009,66.08420552510627,
2021-08-09,23,13,5,18,23,62,23,15,69.65,4.24,66.56,
2021-08-10,24,14,5,20,19,68,24,13,71.14,4.12,68.33,
2021-08-11,24,15,6,19,16,69,24,11,71.99,4.07,69.3,
2021-08-12,27,16,6,22,8,57,27,6,71.79,4.1,69.12,
2021-08-13,30,20,7,25,9,54,30,6,70.9,3.95,68.36,
2021-08-14,27,20,5,23,17,58,27,12,70.41667902515812,3.87502058430141,67.94884034409449,
2021-08-15,26,17,6,22,11,60,26,7,70.39127088352222,3.907041272224614,67.90012525614591,
2021-08-16,23,16,5,21,30,60,23,20,70.07,3.93,67.44,
2021-08-17,19,13,4,16,32,65,19,22,69.4,3.92,66.5,
2021-08-18,20,11,4,16,32,68,20,22,68.61,3.86,65.36,
2021-08-19,21,14,4,17,27,71,21,18,66.8,3.83,63.69,
2021-08-20,22,17,4,20,12,64,22,8,65.51,3.94,62.25,
2021-08-21,27,15,6,21,11,59,27,7,65.62566601992673,3.9872048716783866,62.29661465418563,
2021-08-22,24,16,5,20,20,73,24,12,67.10336956221306,3.9506241894687713,63.82409759729196,
2021-08-23,21,14,4,17,21,82,21,14,69.07,3.93,65.65,
2021-08-24,19,10,4,14,20,74,19,13,71.21,3.95,67.5,
2021-08-25,22,13,5,18,19,62,22,12,72.12,4.03,68.54,
2021-08-26,18,13,4,16,28,68,18,21,70.42,4.07,67.42,
2021-08-27,13,6,3,12,21,90,13,14,72.26,4.35,68.84,
2021-08-28,19,10,4,14,11,80,19,7,72.26,4.438322845816422,69.9408414287643,
2021-08-29,15,12,3,13,12,92,15,8,72.26,4.303090743445133,70.08750809543096,
2021-08-30,19,12,4,15,15,83,19,10,72.26,4.25,69.28,
2021-08-31,21,12,4,16,24,76,21,16,72.26,4.33,69.28,
2021-09-01,22,11,4,17,18,71,22,11,72.26,4.33,69.28,
2021-09-02,23,12,5,18,10,66,23,6,72.26,4.33,69.28,
2021-09-03,25,14,6,20,15,64,25,9,72.26,4.33,69.28,
