,maxtempC,mintempC,uvIndex,HeatIndexC,WindGustKmph,humidity,tempC,windspeedKmph,Brent_Prices,Henry_Hub_Price,WTI_Prices,elec_price
2019-02-16,13,4,3,8,26,61,13,14,66.41,2.69,56.12,
2019-02-17,13,5,2,8,21,68,13,11,66.41,2.69,56.12,
2019-02-18,15,4,3,8,22,66,15,12,66.41,2.69,56.12,
2019-02-19,10,5,2,7,31,72,10,18,65.86,2.69,56.12,
2019-02-20,10,3,2,6,26,76,10,16,66.82,2.69,56.9,
2019-02-21,11,5,2,8,26,79,11,17,66.91,2.73,56.95,
2019-02-22,8,0,2,5,24,80,8,17,66.91,2.74,57.01,
2019-02-23,6,-1,2,2,14,50,6,9,66.11569856008533,2.790531217190657,56.63504409594543,
2019-02-24,10,1,3,5,10,38,10,6,64.63188961275787,2.871744661758718,55.842377771345774,
2019-02-25,14,4,3,8,12,54,14,7,64.02,2.84,55.32,
2019-02-26,13,4,3,8,14,64,13,8,64.51,2.74,55.4,
2019-02-27,17,6,4,10,15,62,17,9,65.55,2.89,56.92,
2019-02-28,14,6,4,10,30,64,14,17,65.03,2.89,57.21,
2019-03-01,11,4,2,8,22,82,11,14,63.71,3.19,55.76,
2019-03-02,7,4,2,5,16,77,7,11,63.402610750982376,3.797771618519729,55.319317641991134,
2019-03-03,11,7,2,9,41,78,11,26,64.13949581704121,4.516445423031288,56.10676957885262,
2019-03-04,14,7,3,10,48,62,14,31,64.44,4.25,56.6,
2019-03-05,9,4,2,6,39,66,9,27,64.24,3.18,56.55,
2019-03-06,13,2,3,7,29,73,13,18,64.51,3.18,56.22,
2019-03-07,14,8,3,11,40,60,14,26,64.82,2.9,56.6,
2019-03-08,10,5,2,7,43,66,10,28,65.66,2.9,55.77,
2019-03-09,12,6,2,8,50,68,12,32,65.82895175035085,2.9198540535151882,55.650418010086305,
2019-03-10,10,4,2,6,44,77,10,28,65.27856930864802,2.895543958159192,56.41816461598577,
2019-03-11,5,3,1,4,41,76,5,26,65.06,2.86,56.79,
2019-03-12,8,1,2,4,31,75,8,20,65.33,2.83,56.89,
2019-03-13,8,3,2,6,48,65,8,32,65.89,2.87,58.27,
2019-03-14,8,5,2,7,46,73,8,31,66.18,2.95,58.59,
2019-03-15,10,4,2,7,39,79,10,26,66.11,2.95,58.51,
2019-03-16,10,5,2,7,34,79,10,21,66.151129847829,2.9258884337183093,58.64288990302016,
2019-03-17,12,5,2,8,38,78,12,24,66.36651859826529,2.896794599395629,58.98626336020026,
2019-03-18,8,2,2,5,38,71,8,24,66.65,2.9,59.09,
2019-03-19,8,1,2,4,22,73,8,14,67.13,2.92,59.12,
2019-03-20,12,2,3,6,16,68,12,10,68.35,2.86,60.12,
2019-03-21,16,5,4,10,13,71,16,7,68.3,2.86,59.98,
2019-03-22,18,8,4,12,11,78,18,7,66.29,2.75,58.87,
2019-03-23,17,8,4,12,20,77,17,12,65.6631428759454,2.686864541652285,58.12810974889477,
2019-03-24,10,6,2,8,12,81,10,8,66.67620226719255,2.6944877775062777,58.00318065909373,
2019-03-25,7,3,2,5,33,75,7,21,67.37,2.72,58.71,
2019-03-26,7,1,2,4,26,84,7,17,67.51,2.74,59.87,
2019-03-27,10,3,2,7,18,80,10,12,67.35,2.69,59.39,
2019-03-28,11,6,2,8,16,89,11,11,66.08,2.69,59.29,
2019-03-29,14,6,3,9,7,80,14,5,67.93,2.73,60.19,
2019-03-30,17,6,3,11,16,68,17,10,69.02432181956942,2.7415173331969154,60.78190321347388,
2019-03-31,12,5,2,9,19,74,12,12,68.848676631491,2.7230100397244974,60.972842720724785,
2019-04-01,11,2,3,6,26,59,11,17,69.08,2.73,61.59,
2019-04-02,16,2,4,9,25,62,16,14,69.68,2.76,62.53,
2019-04-03,15,10,3,12,15,79,15,9,69.21,2.74,62.46,
2019-04-04,19,7,3,11,18,80,19,11,69.8,2.66,62.12,
2019-04-05,14,6,3,9,13,84,14,8,69.93,2.62,63.1,
2019-04-06,19,8,4,13,19,74,19,11,70.28179709479157,2.635835339406417,63.97281723997688,
2019-04-07,18,9,4,13,19,72,18,12,70.91220197772769,2.6945830394645944,64.43314167115581,
2019-04-08,18,9,5,13,16,65,18,10,71.12,2.72,64.37,
2019-04-09,13,5,3,8,22,75,13,15,71.02,2.71,64.05,
2019-04-10,10,1,3,6,24,65,10,16,71.63,2.72,64.62,
2019-04-11,7,0,1,3,24,61,7,16,71.3,2.72,63.61,
2019-04-12,6,0,1,3,19,66,6,13,71.57,2.75,63.86,
2019-04-13,7,1,1,3,18,78,7,12,71.5957181238906,2.776735715328027,63.83124873476305,
2019-04-14,6,-1,1,3,20,88,6,12,71.24265097009004,2.7876615353540606,63.33777842815395,
2019-04-15,13,2,3,7,21,72,13,13,70.9,2.75,63.43,
2019-04-16,15,2,4,8,24,64,15,15,70.74,2.66,64.01,
2019-04-17,16,4,4,10,25,65,16,15,71.14,2.55,63.74,
2019-04-18,18,7,4,13,24,64,18,15,70.71,2.54,64.02,
2019-04-19,20,9,5,14,22,64,20,13,69.80583068689786,2.567361089815315,64.38392984981881,
2019-04-20,20,10,5,15,14,63,20,9,68.53127354633736,2.6179655077213466,64.70409232551285,
2019-04-21,20,10,5,15,14,60,20,9,68.3460796326082,2.6470871717667053,65.09220863845046,
2019-04-22,16,8,4,12,30,61,16,20,70.71,2.61,65.66,
2019-04-23,16,9,3,12,44,68,16,28,74.39,2.53,66.24,
2019-04-24,22,8,5,16,24,72,22,15,73.59,2.53,65.96,
2019-04-25,23,8,5,16,24,63,23,14,74.94,2.54,65.23,
2019-04-26,17,9,3,14,26,82,17,17,71.03,2.58,63.29,
2019-04-27,17,9,3,12,23,78,17,16,69.02795202966885,2.5952639484365854,62.41699943812906,
2019-04-28,13,7,3,10,15,77,13,11,69.97718661722382,2.5819915077497506,62.834673351532125,
2019-04-29,11,7,2,8,19,88,11,13,71.22,2.58,63.39,
2019-04-30,15,2,4,9,19,75,15,13,72.19,2.59,63.83,
2019-05-01,17,8,3,12,20,79,17,13,72.01,2.59,63.55,
2019-05-02,16,6,4,11,22,78,16,15,70.56,2.63,61.75,
2019-05-03,10,5,2,8,22,74,10,15,71.95,2.59,61.98,
2019-05-04,8,2,2,5,15,82,8,9,72.86593409050883,2.559324955113132,62.48864845635539,
2019-05-05,10,0,2,5,19,71,10,12,72.70087606320912,2.552288617729629,62.77672713367217,
2019-05-06,11,3,2,7,22,70,11,15,71.95,2.54,62.3,
2019-05-07,12,3,2,8,14,72,12,9,70.98,2.54,61.41,
2019-05-08,17,5,3,10,22,75,17,14,71.09,2.64,62.13,
2019-05-09,17,9,3,12,26,79,17,17,70.61,2.62,61.58,
2019-05-10,16,7,3,11,27,81,16,18,71.63,2.64,61.65,
2019-05-11,11,8,2,9,16,92,11,10,72.28899648312463,2.6717634122416816,61.405553197306546,
2019-05-12,14,6,4,9,26,77,14,18,72.30743202867609,2.7014001297591568,60.80260492102164,
2019-05-13,13,3,4,8,24,71,13,16,72.35,2.71,60.97,
2019-05-14,12,3,2,8,26,72,12,16,72.53,2.7,61.82,
2019-05-15,12,0,2,7,26,70,12,16,73.09,2.69,62.03,
2019-05-16,10,5,2,7,19,93,10,13,74.7,2.62,62.93,
2019-05-17,17,4,3,11,16,82,17,10,73.94,2.61,62.77,
2019-05-18,21,8,5,15,19,79,21,12,73.33070646727927,2.629445936107153,62.70901134294324,
2019-05-19,22,11,4,18,20,77,22,13,73.30142688436766,2.665978488480816,62.94537704282202,
2019-05-20,20,13,4,16,11,87,20,7,73.21,2.7,63.12,
2019-05-21,21,11,4,15,15,86,21,10,72.94,2.73,63.02,
2019-05-22,13,10,3,12,29,88,13,18,71.94,2.73,61.42,
2019-05-23,18,8,5,13,15,74,18,10,68.37,2.56,57.65,
2019-05-24,21,10,4,17,13,72,21,8,67.98,2.6,58.4,
2019-05-25,17,11,3,13,16,83,17,11,68.35425401889933,2.6427355841033555,59.23658303310194,
2019-05-26,21,9,5,15,19,76,21,13,68.90020465277854,2.640775328967393,59.19981496624911,
2019-05-27,19,13,4,16,23,78,19,14,69.5385529602685,2.630927409347735,58.89063941627173,
2019-05-28,16,11,3,14,14,80,16,9,70.19,2.65,58.91,
2019-05-29,15,9,3,12,16,74,15,11,70.64,2.69,58.84,
2019-05-30,20,8,4,15,16,70,20,10,69.55,2.69,56.47,
2019-05-31,22,12,4,18,17,82,22,11,66.78,2.59,53.49,
2019-06-01,25,14,5,21,13,76,25,9,64.572016126892,2.5318667386362463,52.16144921299107,
2019-06-02,29,17,7,23,14,68,29,9,63.32729256889489,2.5282263393111135,52.568349088607974,
2019-06-03,31,18,6,24,19,63,31,12,63.16,2.5,53.25,
2019-06-04,29,16,7,23,14,71,29,9,63.56,2.45,53.5,
2019-06-05,30,19,7,26,18,63,30,11,62.14,2.45,51.57,
2019-06-06,22,14,4,19,26,82,22,18,62.77,2.4,52.59,
2019-06-07,23,11,5,19,15,78,23,10,64.1,2.43,53.95,
2019-06-08,20,14,5,16,30,68,20,20,64.75171946791862,2.4472440950773664,54.226725051494626,
2019-06-09,23,10,5,18,15,64,23,9,64.64054590959779,2.4355876965140935,53.52679743653214,
2019-06-10,26,15,5,22,12,77,26,8,64.31,2.42,53.33,
2019-06-11,24,16,5,22,20,84,24,12,63.56,2.41,53.3,
2019-06-12,29,15,5,21,25,87,29,14,61.66,2.43,51.13,
2019-06-13,25,14,6,20,9,69,25,7,63.28,2.43,52.38,
2019-06-14,27,15,5,22,17,68,27,11,63.13,2.37,52.47,
2019-06-15,27,17,5,24,33,78,27,22,62.59350268371666,2.3700877715387665,51.876586826275485,
2019-06-16,20,14,4,17,12,81,20,8,62.19302019157536,2.4345437366689087,51.13087090227577,
2019-06-17,25,14,5,21,12,72,25,7,62.56,2.46,51.94,
2019-06-18,27,16,5,22,19,67,27,12,63.35,2.44,53.86,
2019-06-19,31,18,6,25,13,63,31,8,62.85,2.43,53.74,
2019-06-20,24,18,5,22,20,75,24,13,65.44,2.38,56.88,
2019-06-21,23,14,5,19,17,78,23,11,65.99,2.27,57.35,
2019-06-22,23,14,5,20,22,76,23,14,65.63739008644178,2.235858111268753,57.47734744415192,
2019-06-23,26,14,6,21,25,69,26,16,64.95481979771226,2.283846254638114,57.77820828241144,
2019-06-24,27,17,6,22,23,61,27,15,65.16,2.31,57.73,
2019-06-25,31,19,7,27,18,66,31,12,66.24,2.31,57.63,
2019-06-26,32,21,7,30,22,66,32,14,66.85,2.34,59.17,
2019-06-27,23,16,4,19,26,72,23,19,66.78,2.32,59.18,
2019-06-28,23,11,4,18,13,72,23,10,67.52,2.42,58.2,
2019-06-29,31,15,7,24,7,59,31,5,67.70105892265119,2.448783491800793,58.52424311112985,
2019-06-30,33,19,7,27,23,57,33,15,66.99447390709173,2.384986363729185,59.92899907106987,
2019-07-01,26,18,5,22,21,73,26,15,65.1,2.33,58.91,
2019-07-02,20,13,4,16,25,72,20,17,62.72,2.3,56.0,
2019-07-03,19,10,5,15,13,68,19,9,63.53,2.29,57.06,
2019-07-04,22,9,5,16,14,66,22,10,63.62,2.29538558034137,58.16804936850482,
2019-07-05,21,15,4,18,18,68,21,13,64.23,2.3155081651891796,58.48435654214587,
2019-07-06,25,14,6,20,22,70,25,16,64.84941380602633,2.347395836672578,58.11560852516768,
2019-07-07,17,11,4,14,24,72,17,17,65.24401482709003,2.3732170875664678,57.70192734303753,
2019-07-08,17,8,4,13,22,72,17,15,64.89,2.39,57.35,
2019-07-09,17,10,3,13,22,75,17,16,64.3,2.41,57.57,
2019-07-10,20,8,4,15,18,74,20,13,66.41,2.49,60.28,
2019-07-11,21,13,4,17,11,75,21,7,67.64,2.54,59.93,
2019-07-12,24,14,5,19,15,74,24,11,66.65,2.54,59.99,
2019-07-13,22,14,4,18,21,82,22,14,66.32279538649193,2.5320125905448614,60.22052582984647,
2019-07-14,19,13,4,15,22,83,19,15,66.9122020042375,2.5251149506276933,60.2959923955917,
2019-07-15,18,13,4,15,15,75,18,10,66.86,2.53,59.3,
2019-07-16,19,13,4,15,24,75,19,17,65.87,2.53,57.44,
2019-07-17,20,13,4,17,12,75,20,8,63.67,2.44,56.5,
2019-07-18,26,13,6,21,8,61,26,6,60.7,2.38,55.08,
2019-07-19,23,17,5,20,17,76,23,11,61.04,2.3,55.42,
2019-07-20,29,16,6,23,12,68,29,8,61.622722309565155,2.2734716048983517,55.63801457561665,
2019-07-21,25,17,5,22,20,70,25,14,61.84596567297127,2.3046035358196697,55.487100432996954,
2019-07-22,25,16,6,22,11,69,25,7,61.96,2.33,55.87,
2019-07-23,30,18,7,26,12,62,30,8,62.28,2.34,56.58,
2019-07-24,34,22,7,28,12,54,34,8,63.83,2.33,55.9,
2019-07-25,33,22,8,28,17,48,33,10,63.47,2.26,55.88,
2019-07-26,30,20,7,26,21,61,30,14,62.46,2.23,56.04,
2019-07-27,28,18,6,23,28,59,28,19,62.015427086737276,2.224871715442619,56.13705536407964,
2019-07-28,28,17,6,24,19,67,28,12,62.180266094472216,2.234209182674838,56.23928639883525,
2019-07-29,25,19,5,22,20,84,25,14,62.29,2.23,56.85,
2019-07-30,27,18,5,24,17,73,27,13,62.55,2.22,58.04,
2019-07-31,24,18,5,21,17,75,24,10,64.07,2.28,58.53,
2019-08-01,24,16,5,20,15,66,24,10,62.9,2.36,53.64,
2019-08-02,26,16,5,21,8,62,26,5,61.12,2.12,55.67,
2019-08-03,24,16,5,21,14,71,24,9,59.97424044413431,1.9585175249072446,56.798467720768464,
2019-08-04,23,14,5,20,13,74,23,9,59.52081689092391,1.9441411816644705,55.683154913417575,
2019-08-05,23,16,5,21,16,74,23,10,59.32,2.02,54.63,
2019-08-06,26,17,5,21,20,73,26,13,58.63,2.15,53.6,
2019-08-07,23,17,5,20,17,79,23,11,55.03,2.18,51.14,
2019-08-08,25,15,6,21,25,66,25,17,56.29,2.13,52.6,
2019-08-09,29,16,7,23,12,62,29,8,57.37,2.09,54.41,
2019-08-10,26,20,6,23,31,70,26,21,57.08169478518089,2.1010104491579558,54.79107213282871,
2019-08-11,27,17,6,23,21,55,27,14,55.94110423414528,2.1587694179875077,54.041229913527985,
2019-08-12,24,17,6,21,16,60,24,12,57.13,2.21,54.98,
2019-08-13,22,14,5,18,25,62,22,18,59.9,2.24,57.05,
2019-08-14,21,14,5,17,13,55,21,10,57.86,2.22,55.16,
2019-08-15,19,13,4,16,26,69,19,16,57.37,2.19,54.51,
2019-08-16,22,13,4,18,22,66,22,15,59.0,2.2,54.83,
2019-08-17,23,15,5,20,26,64,23,16,60.132115208924496,2.2042418487480195,55.352961393583485,
2019-08-18,29,18,5,22,27,72,29,18,60.35706852562974,2.2038332268727028,55.931488193777525,
2019-08-19,24,17,5,20,17,64,24,12,59.79,2.26,56.24,
2019-08-20,24,17,6,20,9,58,24,5,59.03,2.35,56.18,
2019-08-21,22,14,5,19,11,57,22,7,60.6,2.31,55.65,
2019-08-22,26,15,6,21,11,52,26,8,59.81,2.28,55.33,
2019-08-23,28,18,6,23,10,57,28,7,58.64,2.15,54.08,
2019-08-24,28,18,6,23,18,64,28,12,58.296493146818776,2.1113853293062377,53.14993552036152,
2019-08-25,31,19,6,26,19,63,31,12,58.70043616538437,2.1800671834295415,52.85086907896384,
2019-08-26,31,20,7,26,15,60,31,9,58.64,2.23,53.54,
2019-08-27,30,21,6,26,16,60,30,10,58.44,2.24,54.99,
2019-08-28,31,21,6,26,15,64,31,9,60.42,2.24,55.76,
2019-08-29,31,20,6,26,14,62,31,9,60.59,2.36,56.67,
2019-08-30,30,18,6,24,13,70,30,8,61.04,2.33,55.07,
2019-08-31,31,20,7,27,16,60,31,10,60.80144736584036,2.295778889346178,53.50103634814073,
2019-09-01,24,17,5,23,21,68,24,14,59.74018722273143,2.2909270470209115,52.482438131133385,
2019-09-02,20,14,4,17,18,58,20,12,58.55,2.3206116811851905,52.46762084855936,
2019-09-03,22,12,5,17,18,56,22,12,57.93,2.39,53.91,
2019-09-04,25,14,6,19,15,59,25,11,60.68,2.48,56.22,
2019-09-05,21,14,4,17,26,63,21,19,62.7,2.49,56.33,
2019-09-06,21,10,5,15,10,60,21,7,61.28,2.49,56.45,
2019-09-07,19,12,4,15,18,63,19,12,61.05905614222428,2.5266401345516676,56.9333102666977,
2019-09-08,19,11,4,15,8,76,19,5,62.58068485717383,2.5969047356144235,57.643665911464105,
2019-09-09,13,12,3,13,17,92,13,11,63.99,2.65,57.88,
2019-09-10,19,10,5,14,28,65,19,19,64.67,2.67,57.37,
2019-09-11,21,12,5,16,10,56,21,7,63.02,2.63,55.66,
2019-09-12,23,14,4,18,25,69,23,17,60.76,2.62,55.13,
2019-09-13,21,14,4,17,25,80,21,16,61.25,2.61,54.76,
2019-09-14,20,10,5,15,9,68,20,6,63.94855233137858,2.65172331479868,57.4336574921773,
2019-09-15,23,13,4,18,19,58,23,12,67.89543643817795,2.7363994218237098,62.52998343034007,
2019-09-16,16,11,3,13,19,85,16,12,68.42,2.75,63.1,
2019-09-17,15,10,3,11,28,77,15,19,65.59,2.7,59.26,
2019-09-18,14,8,3,10,28,72,14,19,64.29,2.72,58.19,
2019-09-19,14,7,3,10,18,74,14,12,64.25,2.65,58.19,
2019-09-20,17,7,4,12,10,71,17,6,65.23,2.34,57.92,
2019-09-21,22,10,5,16,12,63,22,8,65.56031214782709,2.2601893053721507,58.23547214866622,
2019-09-22,24,13,4,17,14,61,24,9,65.0941424826338,2.4398866341597687,59.03605942347409,
2019-09-23,22,12,5,16,18,74,22,12,64.66,2.55,58.69,
2019-09-24,20,14,4,16,13,81,20,9,64.13,2.55,57.22,
2019-09-25,18,13,4,15,19,82,18,12,62.41,2.54,56.38,
2019-09-26,20,11,4,15,21,81,20,13,62.08,2.57,56.24,
2019-09-27,18,13,4,15,28,87,18,18,62.48,2.41,55.95,
2019-09-28,17,12,4,14,36,75,17,24,62.38270771179478,2.3275247067583615,55.40549730337814,
2019-09-29,19,13,4,16,34,68,19,21,61.702627600218335,2.355005510132391,54.67013991439348,
2019-09-30,16,12,3,15,51,74,16,34,60.99,2.37,54.09,
2019-10-01,19,10,4,15,33,76,19,21,60.06,2.36,53.6,
2019-10-02,12,7,3,11,25,79,12,16,57.92,2.36,52.67,
2019-10-03,14,8,3,11,28,75,14,18,58.01,2.31,52.41,
2019-10-04,13,7,2,9,15,85,13,10,59.13,2.25,52.84,
2019-10-05,9,6,2,8,20,89,9,14,59.98008189947112,2.267093353918322,53.038644290190405,
2019-10-06,11,5,2,7,17,76,11,11,60.29051592920735,2.351062167296832,52.90620042355326,
2019-10-07,15,3,3,8,19,64,15,12,59.46,2.36,52.76,
2019-10-08,12,7,3,10,30,87,12,18,58.14,2.29,52.64,
2019-10-09,16,10,3,12,30,80,16,19,59.7,2.26,52.63,
2019-10-10,14,9,3,11,36,77,14,23,59.08,2.26,53.57,
2019-10-11,16,9,3,13,37,75,16,24,60.59,2.13,54.76,
2019-10-12,20,13,5,16,34,69,20,21,60.81377875200581,2.0474387123401483,55.07080919948636,
2019-10-13,24,15,6,19,25,69,24,14,59.41345948480173,2.0473589912465466,54.44702294782615,
2019-10-14,24,16,6,19,19,71,24,10,58.81,2.13,53.57,
2019-10-15,24,14,5,19,13,73,24,8,59.19,2.29,52.81,
2019-10-16,15,12,3,14,39,77,15,27,59.3,2.44,53.42,
2019-10-17,18,13,4,15,26,69,18,16,59.35,2.29,53.89,
2019-10-18,19,11,4,15,23,78,19,14,59.96,2.08,53.75,
2019-10-19,16,11,3,13,19,77,16,11,59.68035663378599,2.001267171856629,53.42119521554793,
2019-10-20,20,13,5,16,18,75,20,10,58.61203925480472,2.058086644835824,53.07551802808466,
2019-10-21,21,13,5,16,13,76,21,7,58.95,2.13,53.28,
2019-10-22,18,11,5,15,16,77,18,10,60.5,2.21,54.21,
2019-10-23,18,9,3,13,20,88,18,12,60.52,2.34,55.9,
2019-10-24,19,11,5,14,16,79,19,10,61.71,2.33,56.11,
2019-10-25,17,12,5,14,27,75,17,16,62.06,2.26,56.52,
2019-10-26,19,11,5,15,30,70,19,17,61.55035617399744,2.2710863088403284,56.509381992829816,
2019-10-27,15,7,3,12,27,72,15,17,60.49976091029287,2.3719953469137223,56.00815770921968,
2019-10-28,12,5,3,7,21,80,12,13,60.39,2.49,55.6,
2019-10-29,10,4,2,6,17,82,10,11,61.05,2.61,55.34,
2019-10-30,9,2,3,5,14,77,9,9,60.22,2.71,54.85,
2019-10-31,9,0,2,4,11,70,9,8,59.3,2.73,54.02,
2019-11-01,8,-1,2,5,23,74,8,14,60.17,2.54,56.04,
2019-11-02,16,9,3,13,33,83,16,20,61.16564910759692,2.515078198205589,56.91697128012999,
2019-11-03,15,11,3,13,21,80,15,13,61.95300398474422,2.6793351292103993,56.2523322761144,
2019-11-04,13,10,3,11,22,81,13,15,62.52,2.77,56.33,
2019-11-05,12,7,2,9,25,80,12,16,62.72,2.77,57.04,
2019-11-06,10,5,2,8,24,85,10,15,62.11,2.82,56.15,
2019-11-07,12,7,2,9,15,79,12,9,62.6,2.84,56.91,
2019-11-08,10,6,2,8,13,84,10,9,62.0,2.87,57.02,
2019-11-09,8,5,2,7,21,84,8,14,61.907954664869045,2.8727932650052384,56.89006006774319,
2019-11-10,8,2,3,5,9,82,8,5,62.48210022996199,2.8402966673372263,56.67651711331841,
2019-11-11,8,2,2,4,22,74,8,13,62.58,2.7851517360006017,56.54721560223445,
2019-11-12,8,3,2,5,31,72,8,19,62.19,2.72,56.67,
2019-11-13,7,4,2,5,14,77,7,9,62.27,2.66,56.88,
2019-11-14,8,2,3,4,21,78,8,13,62.46,2.68,56.57,
2019-11-15,11,2,2,6,26,83,11,16,63.32,2.7,57.54,
2019-11-16,7,5,2,6,22,81,7,14,63.685257561523265,2.7126530555947914,58.209003528722704,
2019-11-17,8,3,2,6,26,84,8,15,63.397415560261535,2.7104966892303857,58.156230154938136,
2019-11-18,11,5,2,9,30,79,11,17,62.82,2.64,56.82,
2019-11-19,7,5,2,6,28,74,7,18,62.37,2.53,54.93,
2019-11-20,7,1,2,5,8,87,7,5,63.8,2.56,56.71,
2019-11-21,6,0,2,5,6,96,6,4,64.99,2.53,58.36,
2019-11-22,9,5,2,7,12,87,9,7,64.83,2.62,57.68,
2019-11-23,10,4,3,7,30,84,10,18,64.62589932170457,2.6334278180614255,57.215052094537626,
2019-11-24,8,3,3,5,15,88,8,9,64.60569343302208,2.5523192055525925,57.37980626980223,
2019-11-25,7,3,2,6,12,84,7,7,64.67,2.51,57.79,
2019-11-26,9,3,2,6,21,85,9,12,64.82,2.51,58.25,
2019-11-27,9,5,2,7,26,84,9,14,65.03,2.46,58.12,
2019-11-28,12,9,3,10,37,74,12,23,64.68,2.46027586805001,58.16679596030546,
2019-11-29,8,2,2,6,39,73,8,25,64.5,2.46,58.12,
2019-11-30,6,1,2,2,16,85,6,10,64.23009173556031,2.3885169513041475,57.559493322977545,
2019-12-01,4,0,1,1,8,87,4,5,63.79964367723853,2.27450124285413,56.60445950492907,
2019-12-02,5,-1,1,2,24,86,5,14,63.2,2.29,55.97,
2019-12-03,5,2,1,3,19,89,5,11,62.95,2.42,56.15,
2019-12-04,7,2,2,4,13,80,7,8,65.25,2.43,58.46,
2019-12-05,5,1,2,2,20,73,5,12,65.67,2.42,58.42,
2019-12-06,5,0,1,3,36,65,5,21,66.5,2.31,59.2,
